1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
b52,b52,b52,b52,b52,0,0,0,0,0,0,0,0,0,0,b46,b46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b53,b53,b53,b53,b53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b54,b54,0,0,0,0,0,0,-b45,-b45,0,0,-b45,0,0,-b45,-b45,0,0,0,-b45,0,-b45,0,-b45,0,0,0,0,0,0,0,0
b55,b55,b55,b55,b55,b55,b55,b55,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b44,b11/2 - b12/2
b56,b56,0,0,0,0,0,0,0,0,0,0,0,0,0,b41,b41,b41,b41,b41,0,0,0,0,0,0,0,0,0,0,0,0,0
b61,b61,0,0,0,0,0,0,b61,b61,0,0,b61,0,0,-b16,-b16,0,0,0,-b16,0,-b16,0,-b16,0,0,0,0,0,0,0,0
b62,b62,0,0,0,0,0,0,-b61,-b61,0,0,-b61,0,0,b16,b16,0,0,0,b16,0,b16,0,b16,0,0,0,0,0,0,0,0
b63,b63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b64,b64,b64,b64,b64,0,0,0,0,0,0,0,0,0,0,-b15,-b15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b65,b65,0,0,0,0,0,0,0,0,0,0,0,0,0,b14,b14,b14,b14,b14,0,0,0,0,0,0,0,0,0,0,0,0,0
b66,b66,b66,b66,b66,b66,b66,b66,b66,b66,b66,b66,b66,b66,b66,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b11/2 - b12/2,b44,b44,b44,b44,b44,b11/2 - b12/2
