1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
 a222, a222, a222, a222, a222, a222, a222, a222,  a111,  a111, a111, a111,  a111, a111, a111,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166,   (3*a111)/4 + a112/2 - a122/4 + a166, a111, a111, a111, a111, a111,
 a223, a223, a223, a223, a223, a223, a223, a223,  a113,  a113, a113, a113,  a113, a113, a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113,                                  a113, a112, a112, a112, a112, a112,
 a224, a224,0,0,0,0,0,0,0,0,0,0,0,0,0,              - a114/2 - a124/2 - a156,              - a114/2 - a124/2 - a156,              - a114/2 - a124/2 - a156,              - a114/2 - a124/2 - a156,              - a114/2 - a124/2 - a156,0,0,0,0,0,0,0,0,0,0,0,0,
 a225, a225, a225, a225, a225,0,0,0,0,0,0,0,0,0,0,                a146 - a125/2 - a115/2,                a146 - a125/2 - a115/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a226, a226,0,0,0,0,0,0, -a116, -a116,0,0, -a116,0,0,                                 -a126,                                 -a126,0,0,0,                                 -a126,0,                                 -a126,0,                                 -a126,0,0,0,0,0,0,0,
 a233, a233, a233, a233, a233, a233, a233, a233,  a133,  a133, a133, a133,  a133, a133, a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133,                                  a133, a122, a122, a122, a122, a122,
 a234, a234,0,0,0,0,0,0,0,0,0,0,0,0,0,                                 -a134,                                 -a134,                                 -a134,                                 -a134,                                 -a134,0,0,0,0,0,0,0,0,0,0,0,0,
 a235, a235, a235, a235, a235,0,0,0,0,0,0,0,0,0,0,                                 -a135,                                 -a135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a236, a236,0,0,0,0,0,0, -a136, -a136,0,0, -a136,0,0,                                 -a136,                                 -a136,0,0,0,                                 -a136,0,                                 -a136,0,                                 -a136,0,0,0,0,0,0,0,
 a244, a244, a244, a244, a244, a244, a244, a244,  a155,  a155, a155, a155,  a155, a155, a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155,                                  a155, a166, a155, a166, a155, a155,
 a245, a245,0,0,0,0,0,0, -a145, -a145,0,0, -a145,0,0,                                 -a145,                                 -a145,0,0,0,                                 -a145,0,                                 -a145,0,                                 -a145,0,0,0,0,0,0,0,
 a246, a246, a246, a246, a246,0,0,0,0,0,0,0,0,0,0,                       a125/2 - a115/2,                       a125/2 - a115/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a255, a255, a255, a255, a255, a255, a255, a255,  a144,  a144, a144, a144,  a144, a144, a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144,                                  a144, a144, a144, a144, a144, a144,
 a256, a256,0,0,0,0,0,0,0,0,0,0,0,0,0,                       a114/2 - a124/2,                       a114/2 - a124/2,                       a114/2 - a124/2,                       a114/2 - a124/2,                       a114/2 - a124/2,0,0,0,0,0,0,0,0,0,0,0,0,
 a266, a266, a266, a266, a266, a266, a266, a266,  a166,  a166, a166, a166,  a166, a166, a166,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4,              a111/4 - a112/2 + a122/4, a155, a155, a155, a155, a155,
 a311, a311, a311, a311, a311, a311, a311, a311,  a311,  a311, a311, a311,  a311, a311, a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311, a122, a122, a122, a122, a122,
 a312, a312, a312, a312, a312, a312, a312, a312,  a312,  a312, a312, a312,  a312, a312, a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312,                                  a312, a123, a123, a123, a123, a123,
 a313, a313, a313, a313, a313, a313, a313, a313,  a313,  a313, a313, a313,  a313, a313, a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313, a112, a112, a112, a112, a112,
 a314, a314,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a314,                                  a314,                                  a314,                                  a314,                                  a314,0,0,0,0,0,0,0,0,0,0,0,0,
 a315, a315, a315, a315, a315,0,0,0,0,0,0,0,0,0,0,                                  a315,                                  a315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a316, a316,0,0,0,0,0,0,  a316,  a316,0,0,  a316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a322, a322, a322, a322, a322, a322, a322, a322,  a311,  a311, a311, a311,  a311, a311, a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311,                                  a311, a133, a122, a133, a122, a122,
 a323, a323, a323, a323, a323, a323, a323, a323,  a313,  a313, a313, a313,  a313, a313, a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313,                                  a313, a113, a112, a113, a112, a112,
 a324, a324,0,0,0,0,0,0,0,0,0,0,0,0,0,                                 -a314,                                 -a314,                                 -a314,                                 -a314,                                 -a314,0,0,0,0,0,0,0,0,0,0,0,0,
 a325, a325, a325, a325, a325,0,0,0,0,0,0,0,0,0,0,                                 -a315,                                 -a315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a326, a326,0,0,0,0,0,0, -a316, -a316,0,0, -a316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a333, a333, a333, a333, a333, a333, a333, a333,  a333,  a333, a333, a333,  a333, a333, a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333,                                  a333, a111, a111, a111, a111, a111,
 a334, a334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a335, a335, a335, a335, a335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a336, a336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a344, a344, a344, a344, a344, a344, a344, a344,  a344,  a344, a344, a344,  a344, a344, a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344, a155, a155, a155, a155, a155,
 a345, a345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a346, a346, a346, a346, a346,0,0,0,0,0,0,0,0,0,0,                                 -a315,                                 -a315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a355, a355, a355, a355, a355, a355, a355, a355,  a344,  a344, a344, a344,  a344, a344, a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344,                                  a344, a166, a155, a166, a155, a155,
 a356, a356,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a314,                                  a314,                                  a314,                                  a314,                                  a314,0,0,0,0,0,0,0,0,0,0,0,0,
 a366, a366, a366, a366, a366, a366, a366, a366,  a366,  a366, a366, a366,  a366, a366, a366,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2,                       a311/2 - a312/2, a144, a144, a144, a144, a144,
 a411, a411,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a411,                                  a411,                                  a411,                                  a411,                                  a411,0,0,0,0,0,0,0,0,0,0,0,0,
 a412, a412,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a412,                                  a412,                                  a412,                                  a412,                                  a412,0,0,0,0,0,0,0,0,0,0,0,0,
 a413, a413,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a413,                                  a413,                                  a413,                                  a413,                                  a413,0,0,0,0,0,0,0,0,0,0,0,0,
 a414, a414, a414, a414, a414, a414, a414, a414,  a414,  a414, a414, a414,  a414, a414, a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414, a414, a414, a414, a414, a414,
 a415, a415,0,0,0,0,0,0,  a415,  a415,0,0,  a415,0,0,                                  a415,                                  a415,0,0,0,                                  a415,0,                                  a415,0,                                  a415,0,0,0,0,0,0,0,
 a416, a416, a416, a416, a416,0,0,0,0,0,0,0,0,0,0,                                  a416,                                  a416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a422, a422,0,0,0,0,0,0,0,0,0,0,0,0,0,                       - a411 - 2*a412,                       - a411 - 2*a412,                       - a411 - 2*a412,                       - a411 - 2*a412,                       - a411 - 2*a412,0,0,0,0,0,0,0,0,0,0,0,0,
 a423, a423,0,0,0,0,0,0,0,0,0,0,0,0,0,                                 -a413,                                 -a413,                                 -a413,                                 -a413,                                 -a413,0,0,0,0,0,0,0,0,0,0,0,0,
 a424, a424, a424, a424, a424, a424, a424, a424,  a424,  a424, a424, a424,  a424, a424, a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424, a424, a424, a424, a424, a424,
 a425, a425,0,0,0,0,0,0,  a425,  a425,0,0,  a425,0,0,                                  a425,                                  a425,0,0,0,                                  a425,0,                                  a425,0,                                  a425,0,0,0,0,0,0,0,
 a426, a426, a426, a426, a426,0,0,0,0,0,0,0,0,0,0,                                  a426,                                  a426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a433, a433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a434, a434, a434, a434, a434, a434, a434, a434,  a434,  a434, a434, a434,  a434, a434, a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434, a434, a424, a434, a424, a424,
 a435, a435,0,0,0,0,0,0,  a435,  a435,0,0,  a435,0,0,                                  a435,                                  a435,0,0,0,                                  a435,0,                                  a435,0,                                  a435,0,0,0,0,0,0,0,
 a436, a436, a436, a436, a436,0,0,0,0,0,0,0,0,0,0,                                  a436,                                  a436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a444, a444,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a444,                                  a444,                                  a444,                                  a444,                                  a444,0,0,0,0,0,0,0,0,0,0,0,0,
 a445, a445, a445, a445, a445,0,0,0,0,0,0,0,0,0,0,                                  a445,                                  a445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a446, a446,0,0,0,0,0,0,  a446,  a446,0,0,  a446,0,0,                       a415/2 - a425/2,                       a415/2 - a425/2,0,0,0,                       a415/2 - a425/2,0,                       a415/2 - a425/2,0,                       a415/2 - a425/2,0,0,0,0,0,0,0,
 a455, a455,0,0,0,0,0,0,0,0,0,0,0,0,0,                                 -a444,                                 -a444,                                 -a444,                                 -a444,                                 -a444,0,0,0,0,0,0,0,0,0,0,0,0,
 a456, a456, a456, a456, a456, a456, a456, a456,  a456,  a456, a456, a456,  a456, a456, a456,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2, a456, a456, a456, a456, a456,
 a466, a466,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a412,                                  a412,                                  a412,                                  a412,                                  a412,0,0,0,0,0,0,0,0,0,0,0,0,
 a511, a511, a511, a511, a511,0,0,0,0,0,0,0,0,0,0,                 - a416/2 - (3*a426)/2,                 - a416/2 - (3*a426)/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a512, a512, a512, a512, a512,0,0,0,0,0,0,0,0,0,0,                       a426/2 - a416/2,                       a426/2 - a416/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a513, a513, a513, a513, a513,0,0,0,0,0,0,0,0,0,0,                                 -a436,                                 -a436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a514, a514,0,0,0,0,0,0, -a425, -a425,0,0, -a425,0,0,                                 -a425,                                 -a425,0,0,0,                                 -a425,0,                                 -a425,0,                                 -a425,0,0,0,0,0,0,0,
 a515, a515, a515, a515, a515, a515, a515, a515,  a424,  a424, a424, a424,  a424, a424, a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424,                                  a424, a434, a424, a434, a424, a424,
 a516, a516,0,0,0,0,0,0,0,0,0,0,0,0,0,                   a411/2 + (3*a412)/2,                   a411/2 + (3*a412)/2,                   a411/2 + (3*a412)/2,                   a411/2 + (3*a412)/2,                   a411/2 + (3*a412)/2,0,0,0,0,0,0,0,0,0,0,0,0,
 a522, a522, a522, a522, a522,0,0,0,0,0,0,0,0,0,0,                   (3*a416)/2 + a426/2,                   (3*a416)/2 + a426/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a523, a523, a523, a523, a523,0,0,0,0,0,0,0,0,0,0,                                  a436,                                  a436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a524, a524,0,0,0,0,0,0, -a415, -a415,0,0, -a415,0,0,                                 -a415,                                 -a415,0,0,0,                                 -a415,0,                                 -a415,0,                                 -a415,0,0,0,0,0,0,0,
 a525, a525, a525, a525, a525, a525, a525, a525,  a414,  a414, a414, a414,  a414, a414, a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414,                                  a414, a414, a414, a414, a414, a414,
 a526, a526,0,0,0,0,0,0,0,0,0,0,0,0,0,                       a411/2 - a412/2,                       a411/2 - a412/2,                       a411/2 - a412/2,                       a411/2 - a412/2,                       a411/2 - a412/2,0,0,0,0,0,0,0,0,0,0,0,0,
 a533, a533, a533, a533, a533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a534, a534,0,0,0,0,0,0, -a435, -a435,0,0, -a435,0,0,                                 -a435,                                 -a435,0,0,0,                                 -a435,0,                                 -a435,0,                                 -a435,0,0,0,0,0,0,0,
 a535, a535, a535, a535, a535, a535, a535, a535,  a434,  a434, a434, a434,  a434, a434, a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434,                                  a434, a424, a424, a424, a424, a424,
 a536, a536,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a413,                                  a413,                                  a413,                                  a413,                                  a413,0,0,0,0,0,0,0,0,0,0,0,0,
 a544, a544, a544, a544, a544,0,0,0,0,0,0,0,0,0,0,                                  a445,                                  a445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a545, a545,0,0,0,0,0,0,0,0,0,0,0,0,0,                                 -a444,                                 -a444,                                 -a444,                                 -a444,                                 -a444,0,0,0,0,0,0,0,0,0,0,0,0,
 a546, a546, a546, a546, a546, a546, a546, a546,  a456,  a456, a456, a456,  a456, a456, a456,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2,                       a424/2 - a414/2, a456, a456, a456, a456, a456,
 a555, a555, a555, a555, a555,0,0,0,0,0,0,0,0,0,0,                                 -a445,                                 -a445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a556, a556,0,0,0,0,0,0, -a446, -a446,0,0, -a446,0,0,                       a425/2 - a415/2,                       a425/2 - a415/2,0,0,0,                       a425/2 - a415/2,0,                       a425/2 - a415/2,0,                       a425/2 - a415/2,0,0,0,0,0,0,0,
 a566, a566, a566, a566, a566,0,0,0,0,0,0,0,0,0,0,                       a426/2 - a416/2,                       a426/2 - a416/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a611, a611,0,0,0,0,0,0,  a611,  a611,0,0,  a611,0,0,                 - a116/2 - (3*a126)/2,                 - a116/2 - (3*a126)/2,0,0,0,                 - a116/2 - (3*a126)/2,0,                 - a116/2 - (3*a126)/2,0,                 - a116/2 - (3*a126)/2,0,0,0,0,0,0,0,
 a612, a612,0,0,0,0,0,0,0,0,0,0,0,0,0,                       a126/2 - a116/2,                       a126/2 - a116/2,0,0,0,                       a126/2 - a116/2,0,                       a126/2 - a116/2,0,                       a126/2 - a116/2,0,0,0,0,0,0,0,
 a613, a613,0,0,0,0,0,0,  a613,  a613,0,0,  a613,0,0,                                 -a136,                                 -a136,0,0,0,                                 -a136,0,                                 -a136,0,                                 -a136,0,0,0,0,0,0,0,
 a614, a614, a614, a614, a614,0,0,0,0,0,0,0,0,0,0,          a146/2 - (3*a125)/4 - a115/4,          a146/2 - (3*a125)/4 - a115/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a615, a615,0,0,0,0,0,0,0,0,0,0,0,0,0,          a114/4 + (3*a124)/4 + a156/2,          a114/4 + (3*a124)/4 + a156/2,          a114/4 + (3*a124)/4 + a156/2,          a114/4 + (3*a124)/4 + a156/2,          a114/4 + (3*a124)/4 + a156/2,0,0,0,0,0,0,0,0,0,0,0,0,
 a616, a616, a616, a616, a616, a616, a616, a616,  a616,  a616, a616, a616,  a616, a616, a616, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a111/8 + a112/4 - (3*a122)/8 + a166/2, a424, a424, a424, a424, a424,
 a622, a622,0,0,0,0,0,0, -a611, -a611,0,0, -a611,0,0,                   (3*a116)/2 + a126/2,                   (3*a116)/2 + a126/2,0,0,0,                   (3*a116)/2 + a126/2,0,                   (3*a116)/2 + a126/2,0,                   (3*a116)/2 + a126/2,0,0,0,0,0,0,0,
 a623, a623,0,0,0,0,0,0, -a613, -a613,0,0, -a613,0,0,                                  a136,                                  a136,0,0,0,                                  a136,0,                                  a136,0,                                  a136,0,0,0,0,0,0,0,
