1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
c156,c156,0,0,0,0,0,0,0,0,0,0,0,0,0,c114/2 + 3*c124/2,c114/2 + 3*c124/2,c114/2 + 3*c124/2,c114/2 + 3*c124/2,c114/2 + 3*c124/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c166,c166,c166,c166,c166,c166,c166,c166,c166,c166,c166,c166,c166,c166,c166,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c111/4 + c112/2 - 3*c122/4,c166,c155,c166,c155,c155,c111/4 - c112/4
c222,c222,c222,c222,c222,c222,c222,c222,c111,c111,c111,c111,c111,c111,c111,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111 + c112 - c122,c111,c111,c111,c111,c111,c111
c223,c223,c223,c223,c223,c223,c223,c223,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c113,c112,c112,c112,c112,c112,c112
c224,c224,0,0,0,0,0,0,0,0,0,0,0,0,0,- c114 - 2*c124,- c114 - 2*c124,- c114 - 2*c124,- c114 - 2*c124,- c114 - 2*c124,0,0,0,0,0,0,0,0,0,0,0,0,0
c225,c225,c225,c225,c225,0,0,0,0,0,0,0,0,0,0,- c115 - 2*c125,- c115 - 2*c125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c226,c226,0,0,0,0,0,0,-c116,-c116,0,0,-c116,0,0,c116,c116,0,0,0,c116,0,c116,0,c116,0,0,0,0,0,0,0,0
c233,c233,c233,c233,c233,c233,c233,c233,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c133,c113,c112,c113,c112,c112,c112
c234,c234,0,0,0,0,0,0,0,0,0,0,0,0,0,-c134,-c134,-c134,-c134,-c134,0,0,0,0,0,0,0,0,0,0,0,0,0
c235,c235,c235,c235,c235,0,0,0,0,0,0,0,0,0,0,-c135,-c135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c236,c236,0,0,0,0,0,0,-c136,-c136,0,0,-c136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c244,c244,c244,c244,c244,c244,c244,c244,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c155,c166,c155,c166,c155,c155,c111/4 - c112/4
c245,c245,0,0,0,0,0,0,-c145,-c145,0,0,-c145,0,0,-c145,-c145,0,0,0,-c145,0,-c145,0,-c145,0,0,0,0,0,0,0,0
c246,c246,c246,c246,c246,0,0,0,0,0,0,0,0,0,0,c125/2 - c115/2,c125/2 - c115/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c255,c255,c255,c255,c255,c255,c255,c255,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c144,c112/2 - c123/2
c256,c256,0,0,0,0,0,0,0,0,0,0,0,0,0,c114/2 - c124/2,c114/2 - c124/2,c114/2 - c124/2,c114/2 - c124/2,c114/2 - c124/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c266,c266,c266,c266,c266,c266,c266,c266,c166,c166,c166,c166,c166,c166,c166,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c111/4 - c112/2 + c122/4,c155,c155,c155,c155,c155,c111/4 - c112/4
c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c333,c111,c111,c111,c111,c111,c111
c334,c334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c335,c335,c335,c335,c335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c336,c336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c155,c155,c155,c155,c155,c111/4 - c112/4
c345,c345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c346,c346,c346,c346,c346,0,0,0,0,0,0,0,0,0,0,-c135,-c135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c355,c355,c355,c355,c355,c355,c355,c355,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c344,c166,c155,c166,c155,c155,c111/4 - c112/4
c356,c356,0,0,0,0,0,0,0,0,0,0,0,0,0,c134,c134,c134,c134,c134,0,0,0,0,0,0,0,0,0,0,0,0,0
c366,c366,c366,c366,c366,c366,c366,c366,c366,c366,c366,c366,c366,c366,c366,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c113/2 - c123/2,c144,c144,c144,c144,c144,c112/2 - c123/2
c444,c444,0,0,0,0,0,0,0,0,0,0,0,0,0,c444,c444,c444,c444,c444,0,0,0,0,0,0,0,0,0,0,0,0,0
c445,c445,c445,c445,c445,0,0,0,0,0,0,0,0,0,0,c445,c445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c446,c446,0,0,0,0,0,0,c446,c446,0,0,c446,0,0,c145,c145,0,0,0,c145,0,c145,0,c145,0,0,0,0,0,0,0,0
c455,c455,0,0,0,0,0,0,0,0,0,0,0,0,0,-c444,-c444,-c444,-c444,-c444,0,0,0,0,0,0,0,0,0,0,0,0,0
c456,c456,c456,c456,c456,c456,c456,c456,c456,c456,c456,c456,c456,c456,c456,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c155/2 - c144/2,c456,c456,c456,c456,c456,c111/8 - 3*c112/8 + c123/4
c466,c466,0,0,0,0,0,0,0,0,0,0,0,0,0,c124,c124,c124,c124,c124,0,0,0,0,0,0,0,0,0,0,0,0,0
c555,c555,c555,c555,c555,0,0,0,0,0,0,0,0,0,0,-c445,-c445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c556,c556,0,0,0,0,0,0,-c446,-c446,0,0,-c446,0,0,-c145,-c145,0,0,0,-c145,0,-c145,0,-c145,0,0,0,0,0,0,0,0
c566,c566,c566,c566,c566,0,0,0,0,0,0,0,0,0,0,c125,c125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c666,c666,0,0,0,0,0,0,0,0,0,0,0,0,0,-c116,-c116,0,0,0,-c116,0,-c116,0,-c116,0,0,0,0,0,0,0,0
