1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
d33,0,0,d33,0,0,d33,0,0,d33,0,0,0,d33,0,d33,0,0,d33,0,0,0,d33,0,0,d33,0,0,0,0,0,0,0
d34,0,d34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d35,0,0,d35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d36,0,d36,0,0,d36,0,0,d36,0,d36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d14,0,0,d14,0,0
d41,0,0,d41,0,0,d41,0,d41,d41,0,0,0,d41,0,d41,0,0,d41,0,0,0,d41,0,0,d41,0,0,0,0,0,0,0
d42,0,0,d42,0,0,d42,0,d42,d42,0,0,0,d42,0,d42,0,0,d42,0,0,0,d42,0,0,d42,0,0,0,0,0,0,0
d43,0,0,d43,0,0,d43,0,d43,d43,0,0,0,d43,0,d43,0,0,d43,0,0,0,d43,0,0,d43,0,0,0,0,0,0,0
d44,0,d44,0,0,0,0,0,0,0,0,0,0,0,0,d44,0,0,d44,0,d44,d44,0,0,0,0,0,0,0,0,0,0,0
d45,0,0,d45,0,0,0,0,0,0,0,0,0,0,0,d45,0,d45,0,0,d45,0,0,0,0,0,0,0,0,0,0,0,0
d46,0,d46,0,0,d46,0,0,d46,d46,d46,d46,0,0,0,d46,0,d46,0,0,0,0,d46,d46,0,0,0,d46,d46,0,d46,0,0
d51,0,0,d51,0,0,d51,0,-d42,d42,0,0,0,d42,0,d42,0,0,d42,0,0,0,d42,0,0,d42,0,0,0,0,0,0,0
d52,0,0,d52,0,0,d52,0,-d41,d41,0,0,0,d41,0,d41,0,0,d41,0,0,0,d41,0,0,d41,0,0,0,0,0,0,0
d53,0,0,d53,0,0,d53,0,-d43,d43,0,0,0,d43,0,d43,0,0,d43,0,0,0,d43,0,0,d43,0,0,0,0,0,0,0
d54,0,d54,0,0,0,0,0,0,0,0,0,0,0,0,-d44,0,0,-d44,0,-d44,-d44,0,0,0,0,0,0,0,0,0,0,0
d55,0,0,d55,0,0,0,0,0,0,0,0,0,0,0,-d45,0,-d45,0,0,-d45,0,0,0,0,0,0,0,0,0,0,0,0
d56,0,d56,0,0,d56,0,0,d46,-d46,d46,-d46,0,0,0,-d46,0,-d46,0,0,0,0,-d46,-d46,0,0,0,d56,-d46,0,d46,0,0
d61,0,d61,0,0,0,0,0,0,0,0,0,0,0,0,(4*d16)/3 - d21,0,0,(4*d16)/3 - d21,0,(4*d16)/3 - d21,(4*d16)/3 - d21,0,0,0,0,0,0,0,0,0,0,0
d62,0,d62,0,0,0,0,0,0,0,0,0,0,0,0,(2*d16)/3 - d21,0,0,(2*d16)/3 - d21,0,(2*d16)/3 - d21,(2*d16)/3 - d21,0,0,0,0,0,0,0,0,0,0,0
d63,0,d63,0,0,0,0,0,0,0,0,0,0,0,0,-d23,0,0,-d23,0,-d23,-d23,0,0,0,0,0,0,0,0,0,0,0
d64,0,0,d64,0,0,d64,0,d64,d64,0,0,0,d64,0,d15/3,0,0,d15/3,0,0,0,d15/3,0,0,d15/3,0,0,0,0,0,0,0
d65,0,d65,0,0,d65,0,0,d65,d65,d65,d65,0,0,0,-d14/3,0,-d14/3,0,0,0,0,-d14/3,-d14/3,0,0,0,d46,d46,0,d46,0,0
d66,0,0,d66,0,0,0,0,0,0,0,0,0,0,0,d12/6 - d11/6,0,d12/6 - d11/6,0,0,d12/6 - d11/6,0,0,0,0,0,0,0,0,0,0,0,0
d71,0,d71,0,0,0,0,0,0,0,0,0,0,0,0,d71,0,0,d71,0,d71,d71,0,0,0,0,0,0,0,0,0,0,0
d72,0,d72,0,0,0,0,0,0,0,0,0,0,0,0,-d71,0,0,-d71,0,-d71,-d71,0,0,0,0,0,0,0,0,0,0,0
d73,0,d73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d74,0,0,d74,0,0,d74,0,d74,d74,0,0,0,d74,0,d74,0,0,d74,0,0,0,d74,0,0,d74,0,0,0,0,0,0,0
d75,0,d75,0,0,d75,0,0,d75,d75,d75,d75,0,0,0,d75,0,d75,0,0,0,0,d75,d75,0,0,0,d56,-d46,0,d46,0,0
d76,0,0,d76,0,0,0,0,0,0,0,0,0,0,0,d76,0,d76,0,0,d76,0,0,0,0,0,0,0,0,0,0,0,0
d81,0,0,d81,0,0,0,0,0,0,0,0,0,0,0,-d76,0,-d76,0,0,-d76,0,0,0,0,0,0,0,0,0,0,0,0
d82,0,0,d82,0,0,0,0,0,0,0,0,0,0,0,d76,0,d76,0,0,d76,0,0,0,0,0,0,0,0,0,0,0,0
d83,0,0,d83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d84,0,d84,0,0,d84,0,0,d75,-d75,d75,-d75,0,0,0,-d75,0,-d75,0,0,0,0,-d75,-d75,0,0,0,d46,d46,0,d46,0,0
d85,0,0,d85,0,0,d85,0,-d74,d74,0,0,0,d74,0,d74,0,0,d74,0,0,0,d74,0,0,d74,0,0,0,0,0,0,0
d86,0,d86,0,0,0,0,0,0,0,0,0,0,0,0,d71,0,0,d71,0,d71,d71,0,0,0,0,0,0,0,0,0,0,0
d91,0,0,d91,0,0,0,0,0,0,0,0,0,0,0,- d11/3 - (2*d12)/3,0,- d11/3 - (2*d12)/3,0,0,- d11/3 - (2*d12)/3,0,0,0,0,0,0,0,0,0,0,0,0
d92,0,0,d92,0,0,0,0,0,0,0,0,0,0,0,- (2*d11)/3 - d12/3,0,- (2*d11)/3 - d12/3,0,0,- (2*d11)/3 - d12/3,0,0,0,0,0,0,0,0,0,0,0,0
d93,0,0,d93,0,0,0,0,0,0,0,0,0,0,0,-d13,0,-d13,0,0,-d13,0,0,0,0,0,0,0,0,0,0,0,0
d94,0,d94,0,0,d94,0,0,d65,-d65,d65,-d65,0,0,0,d14/3,0,d14/3,0,0,0,0,d14/3,d14/3,0,0,0,d56,-d46,0,d46,0,0
d95,0,0,d95,0,0,d95,0,-d64,d64,0,0,0,d64,0,d15/3,0,0,d15/3,0,0,0,d15/3,0,0,d15/3,0,0,0,0,0,0,0
d96,0,d96,0,0,0,0,0,0,0,0,0,0,0,0,d16/3,0,0,d16/3,0,d16/3,d16/3,0,0,0,0,0,0,0,0,0,0,0
d101,0,d101,0,0,d101,0,0,d101,d101,d101,d101,0,0,0,d46,0,d46,0,0,0,0,d46,d46,0,0,0,d101,0,0,d101,0,0
d102,0,d102,0,0,d102,0,0,d101,-d101,d101,-d101,0,0,0,-d46,0,-d46,0,0,0,0,-d46,-d46,0,0,0,d101,0,0,d101,0,0
d103,0,d103,0,0,d103,0,0,d103,0,d103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d101,0,0,d101,0,0
d104,0,0,d104,0,0,0,0,0,0,0,0,0,0,0,d45,0,d45,0,0,d45,0,0,0,0,0,0,0,0,0,0,0,0
d105,0,d105,0,0,0,0,0,0,0,0,0,0,0,0,-d44,0,0,-d44,0,-d44,-d44,0,0,0,0,0,0,0,0,0,0,0
d106,0,0,d106,0,0,d106,0,0,d106,0,0,0,d106,0,d42/2 - d41/2,0,0,d42/2 - d41/2,0,0,0,d42/2 - d41/2,0,0,d42/2 - d41/2,0,0,0,0,0,0,0
