1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
c1126,c1126,0,0,0,0,0,0,c1126,c1126,0,0,c1126,0,0,-c1116/3,-c1116/3,0,0,0,-c1116/3,0,-c1116/3,0,-c1116/3,0,0,0,0,0,0,0,0
c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1122,c1122,c1122,c1122,c1122,c1122
c1134,c1134,0,0,0,0,0,0,0,0,0,0,0,0,0,c1134,c1134,c1134,c1134,c1134,0,0,0,0,0,0,0,0,0,0,0,0,0
c1135,c1135,c1135,c1135,c1135,0,0,0,0,0,0,0,0,0,0,c1135,c1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1136,c1136,0,0,0,0,0,0,c1136,c1136,0,0,c1136,0,0,c1136,c1136,0,0,0,c1136,0,c1136,0,c1136,0,0,0,0,0,0,0,0
c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1122/2 - c1123/2
c1145,c1145,0,0,0,0,0,0,c1145,c1145,0,0,c1145,0,0,c1145,c1145,0,0,0,c1145,0,c1145,0,c1145,0,0,0,0,0,0,0,0
c1146,c1146,c1146,c1146,c1146,0,0,0,0,0,0,0,0,0,0,c1146,c1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1111/6 - c1112/6
c1156,c1156,0,0,0,0,0,0,0,0,0,0,0,0,0,c1156,c1156,c1156,c1156,c1156,0,0,0,0,0,0,0,0,0,0,0,0,0
c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1166,c1155,c1166,c1155,c1155,c1111/6 - c1112/6
c1222,c1222,c1222,c1222,c1222,c1222,c1222,c1222,c1112,c1112,c1112,c1112,c1112,c1112,c1112,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,(2*c1111)/9 + (7*c1112)/9 - (4*c1166)/3,c1113,c1112,c1113,c1112,c1112,c1112
c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1123,c1123,c1123,c1123,c1123,c1123,c1123,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1223,c1123,c1123,c1123,c1123,c1123,c1123
c1224,c1224,0,0,0,0,0,0,0,0,0,0,0,0,0,(2*c1156)/3 - c1124 - (2*c1114)/9,(2*c1156)/3 - c1124 - (2*c1114)/9,(2*c1156)/3 - c1124 - (2*c1114)/9,(2*c1156)/3 - c1124 - (2*c1114)/9,(2*c1156)/3 - c1124 - (2*c1114)/9,0,0,0,0,0,0,0,0,0,0,0,0,0
c1225,c1225,c1225,c1225,c1225,0,0,0,0,0,0,0,0,0,0,- (2*c1115)/9 - c1125 - (2*c1146)/3,- (2*c1115)/9 - c1125 - (2*c1146)/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1226,c1226,0,0,0,0,0,0,-c1126,-c1126,0,0,-c1126,0,0,-c1116/3,-c1116/3,0,0,0,-c1116/3,0,-c1116/3,0,-c1116/3,0,0,0,0,0,0,0,0
c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1233,c1123,c1123,c1123,c1123,c1123,c1123
c1234,c1234,0,0,0,0,0,0,0,0,0,0,0,0,0,c1234,c1234,c1234,c1234,c1234,0,0,0,0,0,0,0,0,0,0,0,0,0
c1235,c1235,c1235,c1235,c1235,0,0,0,0,0,0,0,0,0,0,c1235,c1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1236,c1236,0,0,0,0,0,0,0,0,0,0,0,0,0,-c1136,-c1136,0,0,0,-c1136,0,-c1136,0,-c1136,0,0,0,0,0,0,0,0
c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1112/4 - c1123/4
c1245,c1245,0,0,0,0,0,0,0,0,0,0,0,0,0,c1245,c1245,0,0,0,c1245,0,c1245,0,c1245,0,0,0,0,0,0,0,0
c1246,c1246,c1246,c1246,c1246,0,0,0,0,0,0,0,0,0,0,- c1115/6 - c1125/2,- c1115/6 - c1125/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1244,c1244,c1244,c1244,c1244,c1244,c1244,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1255,c1244,c1255,c1244,c1244,c1112/4 - c1123/4
c1256,c1256,0,0,0,0,0,0,0,0,0,0,0,0,0,c1114/6 + c1124/2,c1114/6 + c1124/2,c1114/6 + c1124/2,c1114/6 + c1124/2,c1114/6 + c1124/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1266,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1111/12 + c1112/6 - c1122/4,c1266,c1266,c1266,c1266,c1266,c1111/12 + c1112/6 - c1122/4
c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1112,c1112,c1112,c1112,c1112,c1112
c1334,c1334,0,0,0,0,0,0,0,0,0,0,0,0,0,c1334,c1334,c1334,c1334,c1334,0,0,0,0,0,0,0,0,0,0,0,0,0
c1335,c1335,c1335,c1335,c1335,0,0,0,0,0,0,0,0,0,0,c1335,c1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1336,c1336,0,0,0,0,0,0,c1336,c1336,0,0,c1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1255,c1244,c1255,c1244,c1244,c1112/4 - c1123/4
c1345,c1345,0,0,0,0,0,0,c1345,c1345,0,0,c1345,0,0,c1345,c1345,0,0,0,c1345,0,c1345,0,c1345,0,0,0,0,0,0,0,0
c1346,c1346,c1346,c1346,c1346,0,0,0,0,0,0,0,0,0,0,- c1135/2 - (3*c1235)/2,- c1135/2 - (3*c1235)/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1266,c1266,c1266,c1266,c1266,c1111/12 + c1112/6 - c1122/4
c1356,c1356,0,0,0,0,0,0,0,0,0,0,0,0,0,c1134/2 + (3*c1234)/2,c1134/2 + (3*c1234)/2,c1134/2 + (3*c1234)/2,c1134/2 + (3*c1234)/2,c1134/2 + (3*c1234)/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1113/4 + c1123/2 - (3*c1223)/4,c1244,c1244,c1244,c1244,c1244,c1112/4 - c1123/4
c1444,c1444,0,0,0,0,0,0,0,0,0,0,0,0,0,c1444,c1444,c1444,c1444,c1444,0,0,0,0,0,0,0,0,0,0,0,0,0
c1445,c1445,c1445,c1445,c1445,0,0,0,0,0,0,0,0,0,0,c1445,c1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1446,c1446,0,0,0,0,0,0,c1446,c1446,0,0,c1446,0,0,c1145/2 + (3*c1245)/2,c1145/2 + (3*c1245)/2,0,0,0,c1145/2 + (3*c1245)/2,0,c1145/2 + (3*c1245)/2,0,c1145/2 + (3*c1245)/2,0,0,0,0,0,0,0,0
c1455,c1455,0,0,0,0,0,0,0,0,0,0,0,0,0,c1455,c1455,c1455,c1455,c1455,0,0,0,0,0,0,0,0,0,0,0,0,0
c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1155/4 - c1144/4 - (3*c1244)/4 + (3*c1255)/4,c1456,c1456,c1456,c1456,c1456,c1111/24 - c1112/24 - c1122/8 + c1123/8
c1466,c1466,0,0,0,0,0,0,0,0,0,0,0,0,0,c1156/2 - c1124/4 - c1114/12,c1156/2 - c1124/4 - c1114/12,c1156/2 - c1124/4 - c1114/12,c1156/2 - c1124/4 - c1114/12,c1156/2 - c1124/4 - c1114/12,0,0,0,0,0,0,0,0,0,0,0,0,0
c1555,c1555,c1555,c1555,c1555,0,0,0,0,0,0,0,0,0,0,c1555,c1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1556,c1556,0,0,0,0,0,0,c1556,c1556,0,0,c1556,0,0,- c1145/2 - (3*c1245)/2,- c1145/2 - (3*c1245)/2,0,0,0,- c1145/2 - (3*c1245)/2,0,- c1145/2 - (3*c1245)/2,0,- c1145/2 - (3*c1245)/2,0,0,0,0,0,0,0,0
c1566,c1566,c1566,c1566,c1566,0,0,0,0,0,0,0,0,0,0,- c1115/12 - c1125/4 - c1146/2,- c1115/12 - c1125/4 - c1146/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1666,c1666,0,0,0,0,0,0,c1666,c1666,0,0,c1666,0,0,-c1116/3,-c1116/3,0,0,0,-c1116/3,0,-c1116/3,0,-c1116/3,0,0,0,0,0,0,0,0
c2222,c2222,c2222,c2222,c2222,c2222,c2222,c2222,c1111,c1111,c1111,c1111,c1111,c1111,c1111,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,(5*c1111)/9 + (4*c1112)/9 + (8*c1166)/3,c1111,c1111,c1111,c1111,c1111,c1111
c2223,c2223,c2223,c2223,c2223,c2223,c2223,c2223,c1113,c1113,c1113,c1113,c1113,c1113,c1113,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1113 + c1123 - c1223,c1112,c1112,c1112,c1112,c1112,c1112
c2224,c2224,0,0,0,0,0,0,0,0,0,0,0,0,0,- c1114/3 - 2*c1156,- c1114/3 - 2*c1156,- c1114/3 - 2*c1156,- c1114/3 - 2*c1156,- c1114/3 - 2*c1156,0,0,0,0,0,0,0,0,0,0,0,0,0
c2225,c2225,c2225,c2225,c2225,0,0,0,0,0,0,0,0,0,0,2*c1146 - c1115/3,2*c1146 - c1115/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2226,c2226,0,0,0,0,0,0,-c1116,-c1116,0,0,-c1116,0,0,c1116,c1116,0,0,0,c1116,0,c1116,0,c1116,0,0,0,0,0,0,0,0
c2233,c2233,c2233,c2233,c2233,c2233,c2233,c2233,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1133,c1122,c1122,c1122,c1122,c1122,c1122
c2234,c2234,0,0,0,0,0,0,0,0,0,0,0,0,0,- c1134 - 2*c1234,- c1134 - 2*c1234,- c1134 - 2*c1234,- c1134 - 2*c1234,- c1134 - 2*c1234,0,0,0,0,0,0,0,0,0,0,0,0,0
c2235,c2235,c2235,c2235,c2235,0,0,0,0,0,0,0,0,0,0,- c1135 - 2*c1235,- c1135 - 2*c1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2236,c2236,0,0,0,0,0,0,-c1136,-c1136,0,0,-c1136,0,0,c1136,c1136,0,0,0,c1136,0,c1136,0,c1136,0,0,0,0,0,0,0,0
c2244,c2244,c2244,c2244,c2244,c2244,c2244,c2244,c1155,c1155,c1155,c1155,c1155,c1155,c1155,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1155 - c1244 + c1255,c1166,c1155,c1166,c1155,c1155,c1111/6 - c1112/6
c2245,c2245,0,0,0,0,0,0,-c1145,-c1145,0,0,-c1145,0,0,- c1145 - 2*c1245,- c1145 - 2*c1245,0,0,0,- c1145 - 2*c1245,0,- c1145 - 2*c1245,0,- c1145 - 2*c1245,0,0,0,0,0,0,0,0
c2246,c2246,c2246,c2246,c2246,0,0,0,0,0,0,0,0,0,0,- (4*c1115)/9 - c1146/3,- (4*c1115)/9 - c1146/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2255,c2255,c2255,c2255,c2255,c2255,c2255,c2255,c1144,c1144,c1144,c1144,c1144,c1144,c1144,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144 + c1244 - c1255,c1144,c1144,c1144,c1144,c1144,c1122/2 - c1123/2
c2256,c2256,0,0,0,0,0,0,0,0,0,0,0,0,0,(4*c1114)/9 - c1156/3,(4*c1114)/9 - c1156/3,(4*c1114)/9 - c1156/3,(4*c1114)/9 - c1156/3,(4*c1114)/9 - c1156/3,0,0,0,0,0,0,0,0,0,0,0,0,0
c2266,c2266,c2266,c2266,c2266,c2266,c2266,c2266,c1166,c1166,c1166,c1166,c1166,c1166,c1166,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,(2*c1111)/9 - (2*c1112)/9 - c1166/3,c1155,c1155,c1155,c1155,c1155,c1111/6 - c1112/6
c2333,c2333,c2333,c2333,c2333,c2333,c2333,c2333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1333,c1113,c1112,c1113,c1112,c1112,c1112
c2334,c2334,0,0,0,0,0,0,0,0,0,0,0,0,0,-c1334,-c1334,-c1334,-c1334,-c1334,0,0,0,0,0,0,0,0,0,0,0,0,0
c2335,c2335,c2335,c2335,c2335,0,0,0,0,0,0,0,0,0,0,-c1335,-c1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2336,c2336,0,0,0,0,0,0,-c1336,-c1336,0,0,-c1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2344,c2344,c2344,c2344,c2344,c2344,c2344,c2344,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1355,c1266,c1266,c1266,c1266,c1266,c1111/12 + c1112/6 - c1122/4
c2345,c2345,0,0,0,0,0,0,-c1345,-c1345,0,0,-c1345,0,0,-c1345,-c1345,0,0,0,-c1345,0,-c1345,0,-c1345,0,0,0,0,0,0,0,0
c2346,c2346,c2346,c2346,c2346,0,0,0,0,0,0,0,0,0,0,c1235/2 - c1135/2,c1235/2 - c1135/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2355,c2355,c2355,c2355,c2355,c2355,c2355,c2355,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1344,c1244,c1244,c1244,c1244,c1244,c1112/4 - c1123/4
c2356,c2356,0,0,0,0,0,0,0,0,0,0,0,0,0,c1134/2 - c1234/2,c1134/2 - c1234/2,c1134/2 - c1234/2,c1134/2 - c1234/2,c1134/2 - c1234/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c2366,c2366,c2366,c2366,c2366,c2366,c2366,c2366,c1366,c1366,c1366,c1366,c1366,c1366,c1366,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1113/4 - c1123/2 + c1223/4,c1255,c1244,c1255,c1244,c1244,c1112/4 - c1123/4
c2444,c2444,0,0,0,0,0,0,0,0,0,0,0,0,0,- c1444/2 - (3*c1455)/2,- c1444/2 - (3*c1455)/2,- c1444/2 - (3*c1455)/2,- c1444/2 - (3*c1455)/2,- c1444/2 - (3*c1455)/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c2445,c2445,c2445,c2445,c2445,0,0,0,0,0,0,0,0,0,0,c1445/2 - c1555/2,c1445/2 - c1555/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2446,c2446,0,0,0,0,0,0,-c1556,-c1556,0,0,-c1556,0,0,c1145/2 - c1245/2,c1145/2 - c1245/2,0,0,0,c1145/2 - c1245/2,0,c1145/2 - c1245/2,0,c1145/2 - c1245/2,0,0,0,0,0,0,0,0
c2455,c2455,0,0,0,0,0,0,0,0,0,0,0,0,0,c1455/2 - c1444/2,c1455/2 - c1444/2,c1455/2 - c1444/2,c1455/2 - c1444/2,c1455/2 - c1444/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c2456,c2456,c2456,c2456,c2456,c2456,c2456,c2456,c1456,c1456,c1456,c1456,c1456,c1456,c1456,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1155/4 - c1144/4 + c1244/4 - c1255/4,c1456,c1456,c1456,c1456,c1456,c1111/24 - c1112/24 - c1122/8 + c1123/8
c2466,c2466,0,0,0,0,0,0,0,0,0,0,0,0,0,c1124/4 - (5*c1114)/36 + c1156/6,c1124/4 - (5*c1114)/36 + c1156/6,c1124/4 - (5*c1114)/36 + c1156/6,c1124/4 - (5*c1114)/36 + c1156/6,c1124/4 - (5*c1114)/36 + c1156/6,0,0,0,0,0,0,0,0,0,0,0,0,0
c2555,c2555,c2555,c2555,c2555,0,0,0,0,0,0,0,0,0,0,- (3*c1445)/2 - c1555/2,- (3*c1445)/2 - c1555/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2556,c2556,0,0,0,0,0,0,-c1446,-c1446,0,0,-c1446,0,0,c1245/2 - c1145/2,c1245/2 - c1145/2,0,0,0,c1245/2 - c1145/2,0,c1245/2 - c1145/2,0,c1245/2 - c1145/2,0,0,0,0,0,0,0,0
c2566,c2566,c2566,c2566,c2566,0,0,0,0,0,0,0,0,0,0,c1125/4 - (5*c1115)/36 - c1146/6,c1125/4 - (5*c1115)/36 - c1146/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2666,c2666,0,0,0,0,0,0,-c1666,-c1666,0,0,-c1666,0,0,-c1116/3,-c1116/3,0,0,0,-c1116/3,0,-c1116/3,0,-c1116/3,0,0,0,0,0,0,0,0
c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c3333,c1111,c1111,c1111,c1111,c1111,c1111
c3334,c3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3335,c3335,c3335,c3335,c3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3336,c3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
