1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c1155,c1155,c1155,c1155,c1155,c1111/6 - c1112/6
c3345,c3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3346,c3346,c3346,c3346,c3346,0,0,0,0,0,0,0,0,0,0,-c1335,-c1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3355,c3355,c3355,c3355,c3355,c3355,c3355,c3355,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c3344,c1166,c1155,c1166,c1155,c1155,c1111/6 - c1112/6
c3356,c3356,0,0,0,0,0,0,0,0,0,0,0,0,0,c1334,c1334,c1334,c1334,c1334,0,0,0,0,0,0,0,0,0,0,0,0,0
c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c3366,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1133/2 - c1233/2,c1144,c1144,c1144,c1144,c1144,c1122/2 - c1123/2
c3444,c3444,0,0,0,0,0,0,0,0,0,0,0,0,0,c3444,c3444,c3444,c3444,c3444,0,0,0,0,0,0,0,0,0,0,0,0,0
c3445,c3445,c3445,c3445,c3445,0,0,0,0,0,0,0,0,0,0,c3445,c3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3446,c3446,0,0,0,0,0,0,c3446,c3446,0,0,c3446,0,0,c1345,c1345,0,0,0,c1345,0,c1345,0,c1345,0,0,0,0,0,0,0,0
c3455,c3455,0,0,0,0,0,0,0,0,0,0,0,0,0,-c3444,-c3444,-c3444,-c3444,-c3444,0,0,0,0,0,0,0,0,0,0,0,0,0
c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c3456,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1355/2 - c1344/2,c1456,c1456,c1456,c1456,c1456,c1111/24 - c1112/24 - c1122/8 + c1123/8
c3466,c3466,0,0,0,0,0,0,0,0,0,0,0,0,0,c1234,c1234,c1234,c1234,c1234,0,0,0,0,0,0,0,0,0,0,0,0,0
c3555,c3555,c3555,c3555,c3555,0,0,0,0,0,0,0,0,0,0,-c3445,-c3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3556,c3556,0,0,0,0,0,0,-c3446,-c3446,0,0,-c3446,0,0,-c1345,-c1345,0,0,0,-c1345,0,-c1345,0,-c1345,0,0,0,0,0,0,0,0
c3566,c3566,c3566,c3566,c3566,0,0,0,0,0,0,0,0,0,0,c1235,c1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3666,c3666,0,0,0,0,0,0,0,0,0,0,0,0,0,-c1136,-c1136,0,0,0,-c1136,0,-c1136,0,-c1136,0,0,0,0,0,0,0,0
c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c1111/8 - c1112/2 + (3*c1122)/8
c4445,c4445,0,0,0,0,0,0,c4445,c4445,0,0,c4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4446,c4446,c4446,c4446,c4446,0,0,0,0,0,0,0,0,0,0,- (3*c1445)/4 - (3*c1555)/4,- (3*c1445)/4 - (3*c1555)/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4455,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4444/3,c4455,c4455,c4455,c4455,c4455,c1111/24 - c1112/6 + c1122/8
c4456,c4456,0,0,0,0,0,0,0,0,0,0,0,0,0,c1444/4 + c1455/4,c1444/4 + c1455/4,c1444/4 + c1455/4,c1444/4 + c1455/4,c1444/4 + c1455/4,0,0,0,0,0,0,0,0,0,0,0,0,0
c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c1144/4 + c1155/4 + c1244/4 - (3*c1255)/4,c4455,c4455,c4455,c4455,c4455,c1111/24 - c1112/6 + c1122/8
c4555,c4555,0,0,0,0,0,0,-c4445,-c4445,0,0,-c4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4556,c4556,c4556,c4556,c4556,0,0,0,0,0,0,0,0,0,0,- c1445/4 - c1555/4,- c1445/4 - c1555/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4566,c4566,0,0,0,0,0,0,0,0,0,0,0,0,0,c1245,c1245,0,0,0,c1245,0,c1245,0,c1245,0,0,0,0,0,0,0,0
c4666,c4666,c4666,c4666,c4666,0,0,0,0,0,0,0,0,0,0,(3*c1125)/4 - c1115/12 + c1146/2,(3*c1125)/4 - c1115/12 + c1146/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5555,c5555,c5555,c5555,c5555,c5555,c5555,c5555,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c4444,c1111/8 - c1112/2 + (3*c1122)/8
c5556,c5556,0,0,0,0,0,0,0,0,0,0,0,0,0,(3*c1444)/4 + (3*c1455)/4,(3*c1444)/4 + (3*c1455)/4,(3*c1444)/4 + (3*c1455)/4,(3*c1444)/4 + (3*c1455)/4,(3*c1444)/4 + (3*c1455)/4,0,0,0,0,0,0,0,0,0,0,0,0,0
c5566,c5566,c5566,c5566,c5566,c5566,c5566,c5566,c4466,c4466,c4466,c4466,c4466,c4466,c4466,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c1144/4 + c1155/4 - (3*c1244)/4 + c1255/4,c4455,c4455,c4455,c4455,c4455,c1111/24 - c1112/6 + c1122/8
c5666,c5666,0,0,0,0,0,0,0,0,0,0,0,0,0,c1114/12 - (3*c1124)/4 + c1156/2,c1114/12 - (3*c1124)/4 + c1156/2,c1114/12 - (3*c1124)/4 + c1156/2,c1114/12 - (3*c1124)/4 + c1156/2,c1114/12 - (3*c1124)/4 + c1156/2,0,0,0,0,0,0,0,0,0,0,0,0,0
c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c6666,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c1111/24 - (5*c1112)/12 + (3*c1122)/8 + c1166/2,c4444,c4444,c4444,c4444,c4444,c1111/8 - c1112/2 + (3*c1122)/8
