1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
d156,0,d156,0,0,d156,0,0,d156,d156,d156,d156,0,0,0,d124/2 - d114/2,0,d124/2 - d114/2,0,0,0,0,d124/2 - d114/2,d124/2 - d114/2,0,0,0,d156,0,0,d156,0,0
d166,0,0,d166,0,0,0,0,0,0,0,0,0,0,0,d112,0,d112,0,0,d112,0,0,0,0,0,0,0,0,0,0,0,0
d211,0,d211,0,0,0,0,0,0,0,0,0,0,0,0,d116/2 + (3*d126)/2,0,0,d116/2 + (3*d126)/2,0,d116/2 + (3*d126)/2,d116/2 + (3*d126)/2,0,0,0,0,0,0,0,0,0,0,0
d212,0,d212,0,0,0,0,0,0,0,0,0,0,0,0,d116/2 - d126/2,0,0,d116/2 - d126/2,0,d116/2 - d126/2,d116/2 - d126/2,0,0,0,0,0,0,0,0,0,0,0
d213,0,d213,0,0,0,0,0,0,0,0,0,0,0,0,d136,0,0,d136,0,d136,d136,0,0,0,0,0,0,0,0,0,0,0
d214,0,0,d214,0,0,d214,0,-d125,d125,0,0,0,d125,0,d125,0,0,d125,0,0,0,d125,0,0,d125,0,0,0,0,0,0,0
d215,0,d215,0,0,d215,0,0,d124,-d124,d124,-d124,0,0,0,-d124,0,-d124,0,0,0,0,-d124,-d124,0,0,0,d134,-d124,0,d124,0,0
d216,0,0,d216,0,0,0,0,0,0,0,0,0,0,0,- d111/2 - (3*d112)/2,0,- d111/2 - (3*d112)/2,0,0,- d111/2 - (3*d112)/2,0,0,0,0,0,0,0,0,0,0,0,0
d222,0,d222,0,0,0,0,0,0,0,0,0,0,0,0,- (3*d116)/2 - d126/2,0,0,- (3*d116)/2 - d126/2,0,- (3*d116)/2 - d126/2,- (3*d116)/2 - d126/2,0,0,0,0,0,0,0,0,0,0,0
d223,0,d223,0,0,0,0,0,0,0,0,0,0,0,0,-d136,0,0,-d136,0,-d136,-d136,0,0,0,0,0,0,0,0,0,0,0
d224,0,0,d224,0,0,d224,0,-d115,d115,0,0,0,d115,0,d115,0,0,d115,0,0,0,d115,0,0,d115,0,0,0,0,0,0,0
d225,0,d225,0,0,d225,0,0,d114,-d114,d114,-d114,0,0,0,-d114,0,-d114,0,0,0,0,-d114,-d114,0,0,0,d114,0,0,d114,0,0
d226,0,0,d226,0,0,0,0,0,0,0,0,0,0,0,d112/2 - d111/2,0,d112/2 - d111/2,0,0,d112/2 - d111/2,0,0,0,0,0,0,0,0,0,0,0,0
d233,0,d233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d234,0,0,d234,0,0,d234,0,-d135,d135,0,0,0,d135,0,d135,0,0,d135,0,0,0,d135,0,0,d135,0,0,0,0,0,0,0
d235,0,d235,0,0,d235,0,0,d134,-d134,d134,-d134,0,0,0,-d134,0,-d134,0,0,0,0,-d134,-d134,0,0,0,d124,d124,0,d124,0,0
d236,0,0,d236,0,0,0,0,0,0,0,0,0,0,0,-d113,0,-d113,0,0,-d113,0,0,0,0,0,0,0,0,0,0,0,0
d244,0,d244,0,0,0,0,0,0,0,0,0,0,0,0,-d145,0,0,-d145,0,-d145,-d145,0,0,0,0,0,0,0,0,0,0,0
d245,0,0,d245,0,0,0,0,0,0,0,0,0,0,0,d144,0,d144,0,0,d144,0,0,0,0,0,0,0,0,0,0,0,0
d246,0,d246,0,0,d246,0,0,d156,-d156,d156,-d156,0,0,0,d114/2 - d124/2,0,d114/2 - d124/2,0,0,0,0,d114/2 - d124/2,d114/2 - d124/2,0,0,0,d156,0,0,d156,0,0
d255,0,d255,0,0,0,0,0,0,0,0,0,0,0,0,d145,0,0,d145,0,d145,d145,0,0,0,0,0,0,0,0,0,0,0
d256,0,0,d256,0,0,d256,0,-d146,d146,0,0,0,d146,0,d115/2 - d125/2,0,0,d115/2 - d125/2,0,0,0,d115/2 - d125/2,0,0,d115/2 - d125/2,0,0,0,0,0,0,0
d266,0,d266,0,0,0,0,0,0,0,0,0,0,0,0,d116/2 - d126/2,0,0,d116/2 - d126/2,0,d116/2 - d126/2,d116/2 - d126/2,0,0,0,0,0,0,0,0,0,0,0
d311,0,0,d311,0,0,d311,0,d311,d311,0,0,0,d311,0,d311,0,0,d311,0,0,0,d311,0,0,d311,0,0,0,0,0,0,0
d312,0,0,d312,0,0,d312,0,0,d312,0,0,0,d312,0,d312,0,0,d312,0,0,0,d312,0,0,d312,0,0,0,0,0,0,0
d313,0,0,d313,0,0,d313,0,d313,d313,0,0,0,d313,0,d313,0,0,d313,0,0,0,d313,0,0,d313,0,0,0,0,0,0,0
d314,0,d314,0,0,0,0,0,0,0,0,0,0,0,0,d314,0,0,d314,0,d314,d314,0,0,0,0,0,0,0,0,0,0,0
d315,0,0,d315,0,0,0,0,0,0,0,0,0,0,0,d315,0,d315,0,0,d315,0,0,0,0,0,0,0,0,0,0,0,0
d316,0,d316,0,0,d316,0,0,d316,d316,d316,d316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d124,d124,0,d124,0,0
d322,0,0,d322,0,0,d322,0,-d311,d311,0,0,0,d311,0,d311,0,0,d311,0,0,0,d311,0,0,d311,0,0,0,0,0,0,0
d323,0,0,d323,0,0,d323,0,-d313,d313,0,0,0,d313,0,d313,0,0,d313,0,0,0,d313,0,0,d313,0,0,0,0,0,0,0
d324,0,d324,0,0,0,0,0,0,0,0,0,0,0,0,-d314,0,0,-d314,0,-d314,-d314,0,0,0,0,0,0,0,0,0,0,0
d325,0,0,d325,0,0,0,0,0,0,0,0,0,0,0,-d315,0,-d315,0,0,-d315,0,0,0,0,0,0,0,0,0,0,0,0
d326,0,d326,0,0,d326,0,0,d316,-d316,d316,-d316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d134,-d124,0,d124,0,0
d333,0,0,d333,0,0,d333,0,0,d333,0,0,0,d333,0,d333,0,0,d333,0,0,0,d333,0,0,d333,0,0,0,0,0,0,0
d334,0,d334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d335,0,0,d335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d336,0,d336,0,0,d336,0,0,d336,0,d336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d114,0,0,d114,0,0
d344,0,0,d344,0,0,d344,0,d344,d344,0,0,0,d344,0,d344,0,0,d344,0,0,0,d344,0,0,d344,0,0,0,0,0,0,0
d345,0,d345,0,0,d345,0,0,d345,0,d345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d156,0,0,d156,0,0
d346,0,0,d346,0,0,0,0,0,0,0,0,0,0,0,-d315,0,-d315,0,0,-d315,0,0,0,0,0,0,0,0,0,0,0,0
d355,0,0,d355,0,0,d355,0,-d344,d344,0,0,0,d344,0,d344,0,0,d344,0,0,0,d344,0,0,d344,0,0,0,0,0,0,0
d356,0,d356,0,0,0,0,0,0,0,0,0,0,0,0,d314,0,0,d314,0,d314,d314,0,0,0,0,0,0,0,0,0,0,0
d366,0,0,d366,0,0,d366,0,0,d366,0,0,0,d366,0,d311/2 - d312/2,0,0,d311/2 - d312/2,0,0,0,d311/2 - d312/2,0,0,d311/2 - d312/2,0,0,0,0,0,0,0
