1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
 c11233, c11233, c11233, c11233, c11233, c11233, c11233, c11233,  c11233,  c11233, c11233, c11233,  c11233, c11233, c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233,                                                                c11233, c11223, c11223, c11223, c11223, c11223,                                                           c11223
 c11234, c11234,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c11234,                                                                c11234,                                                                c11234,                                                                c11234,                                                                c11234,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11235, c11235, c11235, c11235, c11235,0,0,0,0,0,0,0,0,0,0,                                                                c11235,                                                                c11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11236, c11236,0,0,0,0,0,0,  c11236,  c11236,0,0,  c11236,0,0,                                                             -c11136/3,                                                             -c11136/3,0,0,0,                                                             -c11136/3,0,                                                             -c11136/3,0,                                                             -c11136/3,0,0,0,0,0,0,0,0
 c11244, c11244, c11244, c11244, c11244, c11244, c11244, c11244,  c11244,  c11244, c11244, c11244,  c11244, c11244, c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244,                                                                c11244, c11244, c11244, c11244, c11244, c11244,                                              c11122/4 - c11223/4
 c11245, c11245,0,0,0,0,0,0,  c11245,  c11245,0,0,  c11245,0,0,                                                                c11245,                                                                c11245,0,0,0,                                                                c11245,0,                                                                c11245,0,                                                                c11245,0,0,0,0,0,0,0,0
 c11246, c11246, c11246, c11246, c11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11255, c11255, c11255, c11255, c11255, c11255, c11255, c11255,  c11255,  c11255, c11255, c11255,  c11255, c11255, c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255,                                                                c11255, c11255, c11255, c11255, c11255, c11255,                                              c11112/6 - c11123/6
 c11256, c11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11266, c11266, c11266, c11266, c11266, c11266, c11266, c11266,  c11266,  c11266, c11266, c11266,  c11266, c11266, c11266,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6, c11266, c11266, c11266, c11266, c11266,                                  c11111/24 + c11112/8 - c11122/6
 c11333, c11333, c11333, c11333, c11333, c11333, c11333, c11333,  c11333,  c11333, c11333, c11333,  c11333, c11333, c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333,                                                                c11333, c11122, c11122, c11122, c11122, c11122,                                                           c11122
 c11334, c11334,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c11334,                                                                c11334,                                                                c11334,                                                                c11334,                                                                c11334,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11335, c11335, c11335, c11335, c11335,0,0,0,0,0,0,0,0,0,0,                                                                c11335,                                                                c11335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11336, c11336,0,0,0,0,0,0,  c11336,  c11336,0,0,  c11336,0,0,                                                                c11336,                                                                c11336,0,0,0,                                                                c11336,0,                                                                c11336,0,                                                                c11336,0,0,0,0,0,0,0,0
 c11344, c11344, c11344, c11344, c11344, c11344, c11344, c11344,  c11344,  c11344, c11344, c11344,  c11344, c11344, c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344,                                                                c11344, c11344, c11244, c11344, c11244, c11244,                                              c11122/4 - c11223/4
 c11345, c11345,0,0,0,0,0,0,  c11345,  c11345,0,0,  c11345,0,0,                                                                c11345,                                                                c11345,0,0,0,                                                                c11345,0,                                                                c11345,0,                                                                c11345,0,0,0,0,0,0,0,0
 c11346, c11346, c11346, c11346, c11346,0,0,0,0,0,0,0,0,0,0,                                                                c11346,                                                                c11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11355, c11355, c11355, c11355, c11355, c11355, c11355, c11355,  c11355,  c11355, c11355, c11355,  c11355, c11355, c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355,                                                                c11355, c11355, c11266, c11355, c11266, c11266,                                  c11111/24 + c11112/8 - c11122/6
 c11356, c11356,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c11356,                                                                c11356,                                                                c11356,                                                                c11356,                                                                c11356,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11366, c11366, c11366, c11366, c11366, c11366, c11366, c11366,  c11366,  c11366, c11366, c11366,  c11366, c11366, c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366,                                                                c11366, c11366, c11255, c11366, c11255, c11255,                                              c11112/6 - c11123/6
 c11444, c11444,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c11444,                                                                c11444,                                                                c11444,                                                                c11444,                                                                c11444,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11445, c11445, c11445, c11445, c11445,0,0,0,0,0,0,0,0,0,0,                                                                c11445,                                                                c11445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11446, c11446,0,0,0,0,0,0,  c11446,  c11446,0,0,  c11446,0,0,                                                                c11446,                                                                c11446,0,0,0,                                                                c11446,0,                                                                c11446,0,                                                                c11446,0,0,0,0,0,0,0,0
 c11455, c11455,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c11455,                                                                c11455,                                                                c11455,                                                                c11455,                                                                c11455,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11456, c11456, c11456, c11456, c11456, c11456, c11456, c11456,  c11456,  c11456, c11456, c11456,  c11456, c11456, c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456,                                                                c11456, c11456, c11456, c11456, c11456, c11456,                    c11111/48 - c11112/48 - c11122/12 + c11123/12
 c11466, c11466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11555, c11555, c11555, c11555, c11555,0,0,0,0,0,0,0,0,0,0,                                                                c11555,                                                                c11555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11556, c11556,0,0,0,0,0,0,  c11556,  c11556,0,0,  c11556,0,0,                                                                c11556,                                                                c11556,0,0,0,                                                                c11556,0,                                                                c11556,0,                                                                c11556,0,0,0,0,0,0,0,0
 c11566, c11566, c11566, c11566, c11566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c11666, c11666,0,0,0,0,0,0,  c11666,  c11666,0,0,  c11666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12222, c12222, c12222, c12222, c12222, c12222, c12222, c12222,  c11112,  c11112, c11112, c11112,  c11112, c11112, c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112,                                                                c11112, c11113, c11112, c11113, c11112, c11112,                                                           c11112
 c12223, c12223, c12223, c12223, c12223, c12223, c12223, c12223,  c11123,  c11123, c11123, c11123,  c11123, c11123, c11123,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3,                            (2*c11113)/9 + (7*c11123)/9 - (4*c11366)/3, c11123, c11123, c11123, c11123, c11123,                                                           c11123
 c12224, c12224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12225, c12225, c12225, c12225, c12225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12226, c12226,0,0,0,0,0,0, -c11126, -c11126,0,0, -c11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12233, c12233, c12233, c12233, c12233, c12233, c12233, c12233,  c11233,  c11233, c11233, c11233,  c11233, c11233, c11233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233,                                                                c12233, c11223, c11223, c11223, c11223, c11223,                                                           c11223
 c12234, c12234,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  (2*c11356)/3 - c11234 - (2*c11134)/9,                                  (2*c11356)/3 - c11234 - (2*c11134)/9,                                  (2*c11356)/3 - c11234 - (2*c11134)/9,                                  (2*c11356)/3 - c11234 - (2*c11134)/9,                                  (2*c11356)/3 - c11234 - (2*c11134)/9,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12235, c12235, c12235, c12235, c12235,0,0,0,0,0,0,0,0,0,0,                                - (2*c11135)/9 - c11235 - (2*c11346)/3,                                - (2*c11135)/9 - c11235 - (2*c11346)/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12236, c12236,0,0,0,0,0,0, -c11236, -c11236,0,0, -c11236,0,0,                                                             -c11136/3,                                                             -c11136/3,0,0,0,                                                             -c11136/3,0,                                                             -c11136/3,0,                                                             -c11136/3,0,0,0,0,0,0,0,0
 c12244, c12244, c12244, c12244, c12244, c12244, c12244, c12244,  c11255,  c11255, c11255, c11255,  c11255, c11255, c11255,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244,                                                                c12244, c11366, c11255, c11366, c11255, c11255,                                              c11112/6 - c11123/6
 c12245, c12245,0,0,0,0,0,0, -c11245, -c11245,0,0, -c11245,0,0,                           c11446/3 - c11245 - (2*c11145)/9 - c11556/3,                           c11446/3 - c11245 - (2*c11145)/9 - c11556/3,0,0,0,                           c11446/3 - c11245 - (2*c11145)/9 - c11556/3,0,                           c11446/3 - c11245 - (2*c11145)/9 - c11556/3,0,                           c11446/3 - c11245 - (2*c11145)/9 - c11556/3,0,0,0,0,0,0,0,0
 c12246, c12246, c12246, c12246, c12246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12255, c12255, c12255, c12255, c12255, c12255, c12255, c12255,  c11244,  c11244, c11244, c11244,  c11244, c11244, c11244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, (2*c11144)/9 - (2*c11155)/9 + c11244 - c11255 + (4*c11456)/3 + c12244, c11344, c11244, c11344, c11244, c11244,                                              c11122/4 - c11223/4
 c12256, c12256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12266, c12266, c12266, c12266, c12266, c12266, c12266, c12266,  c11266,  c11266, c11266, c11266,  c11266, c11266, c11266,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6,                                       c11111/24 + c11112/8 - c11122/6, c11355, c11266, c11355, c11266, c11266,                                  c11111/24 + c11112/8 - c11122/6
 c12333, c12333, c12333, c12333, c12333, c12333, c12333, c12333,  c12333,  c12333, c12333, c12333,  c12333, c12333, c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333,                                                                c12333, c11123, c11123, c11123, c11123, c11123,                                                           c11123
 c12334, c12334,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c12334,                                                                c12334,                                                                c12334,                                                                c12334,                                                                c12334,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12335, c12335, c12335, c12335, c12335,0,0,0,0,0,0,0,0,0,0,                                                                c12335,                                                                c12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12336, c12336,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                               -c11336,                                                               -c11336,0,0,0,                                                               -c11336,0,                                                               -c11336,0,                                                               -c11336,0,0,0,0,0,0,0,0
 c12344, c12344, c12344, c12344, c12344, c12344, c12344, c12344,  c12344,  c12344, c12344, c12344,  c12344, c12344, c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344,                                                                c12344, c12344, c12344, c12344, c12344, c12344,                                  c11112/12 + c11123/6 - c11223/4
 c12345, c12345,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c12345,                                                                c12345,0,0,0,                                                                c12345,0,                                                                c12345,0,                                                                c12345,0,0,0,0,0,0,0,0
 c12346, c12346, c12346, c12346, c12346,0,0,0,0,0,0,0,0,0,0,                                                 - c11135/6 - c11235/2,                                                 - c11135/6 - c11235/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12355, c12355, c12355, c12355, c12355, c12355, c12355, c12355,  c12344,  c12344, c12344, c12344,  c12344, c12344, c12344,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355,                                                                c12355, c12344, c12344, c12344, c12344, c12344,                                  c11112/12 + c11123/6 - c11223/4
 c12356, c12356,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                   c11134/6 + c11234/2,                                                   c11134/6 + c11234/2,                                                   c11134/6 + c11234/2,                                                   c11134/6 + c11234/2,                                                   c11134/6 + c11234/2,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12366, c12366, c12366, c12366, c12366, c12366, c12366, c12366,  c12366,  c12366, c12366, c12366,  c12366, c12366, c12366,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4,                                       c11113/12 + c11123/6 - c11223/4, c12344, c12344, c12344, c12344, c12344,                                  c11112/12 + c11123/6 - c11223/4
 c12444, c12444,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c12444,                                                                c12444,                                                                c12444,                                                                c12444,                                                                c12444,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12445, c12445, c12445, c12445, c12445,0,0,0,0,0,0,0,0,0,0,                                                                c12445,                                                                c12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12446, c12446,0,0,0,0,0,0,  c12446,  c12446,0,0,  c12446,0,0,                             c11145/6 + c11245/2 - c11446/2 - c11556/2,                             c11145/6 + c11245/2 - c11446/2 - c11556/2,0,0,0,                             c11145/6 + c11245/2 - c11446/2 - c11556/2,0,                             c11145/6 + c11245/2 - c11446/2 - c11556/2,0,                             c11145/6 + c11245/2 - c11446/2 - c11556/2,0,0,0,0,0,0,0,0
 c12455, c12455,0,0,0,0,0,0,0,0,0,0,0,0,0,                                                                c12455,                                                                c12455,                                                                c12455,                                                                c12455,                                                                c12455,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12456, c12456, c12456, c12456, c12456, c12456, c12456, c12456,  c12456,  c12456, c12456, c12456,  c12456, c12456, c12456,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4,                           c11155/12 - c11144/12 - c11244/4 + c11255/4, c12456, c12456, c12456, c12456, c12456,                c11111/96 + c11112/32 - (5*c11122)/48 + c11223/16
 c12466, c12466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12555, c12555, c12555, c12555, c12555,0,0,0,0,0,0,0,0,0,0,                                                                c12555,                                                                c12555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 c12556, c12556,0,0,0,0,0,0, -c12446, -c12446,0,0, -c12446,0,0,                           - c11145/6 - c11245/2 - c11446/2 - c11556/2,                           - c11145/6 - c11245/2 - c11446/2 - c11556/2,0,0,0,                           - c11145/6 - c11245/2 - c11446/2 - c11556/2,0,                           - c11145/6 - c11245/2 - c11446/2 - c11556/2,0,                           - c11145/6 - c11245/2 - c11446/2 - c11556/2,0,0,0,0,0,0,0,0
